Batch_Id,Order_Date,Bean_Type,Freight_Mode,Region,Weight_Kg,Base_Price,Packaging_Type,Discount_Percent,Transport_Days,Handling_Cost,Packaging_Cost,Customs_Fee,Freight_Charge,Warehouse_Location,Export_Country,Import_Country,Total_Revenue,Inventory_Space_Used
BATCH01240,24-05-2023,Liberica,Air,Africa,329.6638975,1240.17,Small Crate,6.510733027,4,101.34,52.19,441.25,89,Mombasa,Philippines,Poland,264589.46,35.9
BATCH01241,25-05-2023,Excelsa,Sea,Africa,498.6883344,3071.39,Large Crate,12.29141781,13,163.4,154.18,302.45,96.5,Tema,Brazil,Spain,270180.17,7.13
BATCH01242,26-05-2023,Liberica,Road,Africa,480.3273098,1602.88,Large Crate,13.58373206,8,284.88,58.58,403.39,126.7,Mumbai,Honduras,Spain,402139.31,18.09
BATCH01243,27-05-2023,Excelsa,Sea,Africa,203.9194012,3252.69,Small Crate,1.796399496,14,160.59,51.72,184.88,119.8,Ho Chi Minh,Tanzania,Germany,447638.56,22.66
BATCH01244,28-05-2023,Excelsa,Sea,South America,376.5297071,3334.82,Small Crate,7.978994663,9,115.35,63.27,496.55,135,Ho Chi Minh,Kenya,Chile,949612.24,47.11
BATCH01245,29-05-2023,Arabica,Sea,Africa,212.5823083,1367.45,Big Bag,4.267679396,10,284.23,128.36,142.29,124.7,Mombasa,Indonesia,South Korea,288741.39,33.12
BATCH01246,30-05-2023,Excelsa,Air,Asia,100.0895583,2844.13,Large Crate,0.705917968,2,173.94,85.57,341.21,34.3,Mombasa,Uganda,Singapore,206701.71,11.45
BATCH01247,31-05-2023,Liberica,Sea,Central America,455.7076521,1266.55,Big Bag,10.02820043,11,147.71,52.59,368.18,124,Nairobi,Brazil,Chile,209047.84,13.16
BATCH01248,01-06-2023,Liberica,Sea,Central America,499.8475418,1238.45,Big Bag,12.94156166,24,296.61,81.72,474.19,154.5,Nairobi,Vietnam,Qatar,105809.39,19.73
BATCH01249,02-06-2023,Liberica,Road,South America,225.5410529,1001.88,Big Bag,2.443539817,10,168.32,96.36,453.12,96.8,Nairobi,Malaysia,Sweden,146101,11.74
BATCH01250,03-06-2023,Arabica,Air,Central America,346.1374422,465.48,Small Crate,12.18620486,3,159.84,129.24,180.02,91.5,Hambantota,Ivory Coast,UK,106267.74,20.2
BATCH01251,04-06-2023,Arabica,Road,Asia,488.9523349,946.97,Small Crate,12.800936,6,197.33,144.74,240.93,103.8,Hambantota,Ghana,Japan,206643.19,38.75
BATCH01252,05-06-2023,Arabica,Road,Africa,432.5827449,854.03,Large Crate,13.71510664,8,280.76,164.27,148.88,82,Ho Chi Minh,Honduras,Russia,84214.68,27.11
BATCH01253,06-06-2023,Robusta,Sea,South America,218.0888647,694.63,Big Bag,3.979276336,15,267.3,168.49,360.13,120.9,Nairobi,Ethiopia,Qatar,92608.54,21.14
BATCH01254,07-06-2023,Liberica,Road,South America,542.4698898,1306.14,Large Crate,13.55929598,8,296.87,69.69,487.03,85.9,Nairobi,Philippines,Japan,152936.39,23.44
BATCH01255,08-06-2023,Robusta,Sea,Africa,331.2552469,1048.94,Big Bag,4.809941321,15,258.05,179.06,325.39,90,Hambantota,Indonesia,Saudi Arabia,41629.58,9.31
BATCH01256,09-06-2023,Arabica,Road,Africa,301.6437696,815.56,Small Bag,8.285070202,7,232.16,53.41,163.27,128.9,Mombasa,Papua New Guinea,South Africa,183217.16,21.23
BATCH01257,10-06-2023,Arabica,Road,Central America,96.44312161,1110.85,Large Crate,0.757612062,9,108.68,62.55,134.66,130.8,Mumbai,Uganda,South Africa,279142.37,54.18
BATCH01258,11-06-2023,Excelsa,Road,South America,114.9698444,3384.44,Small Crate,0.658216326,12,232.09,116.71,470.15,138.6,Hambantota,Peru,UK,805959.76,50.5
BATCH01259,12-06-2023,Liberica,Sea,Central America,375.4413907,1239.58,Large Crate,10.80559819,18,206.12,170.16,160.99,129.6,Tema,Guatemala,Japan,153140.2,6.7
BATCH01260,13-06-2023,Liberica,Air,South America,348.9439765,1646.4,Small Bag,6.66719967,3,188.58,85.61,172.42,62.7,Tema,Papua New Guinea,Saudi Arabia,214148.41,26.57
BATCH01261,14-06-2023,Robusta,Road,South America,211.8268416,527.7,Small Bag,3.844385631,8,121.31,134.93,207.43,113.8,Tema,Philippines,France,99379.45,45.4
BATCH01262,15-06-2023,Excelsa,Road,South America,191.7839244,3142.19,Small Crate,2.85620244,9,183.34,126.15,152.6,83.1,Tema,Indonesia,Singapore,334663.58,17.07
BATCH01263,16-06-2023,Liberica,Road,Central America,432.4877272,1027.57,Big Bag,10.04930236,8,222.75,91.05,424.93,86.8,Mombasa,Uganda,Egypt,141842.94,26.54
BATCH01264,17-06-2023,Liberica,Air,Asia,96.59511899,1054.62,Small Bag,0.00602316,2,175.22,167.93,298.51,73.9,Ho Chi Minh,Mexico,Australia,205947.99,11.59
BATCH01265,18-06-2023,Arabica,Sea,Asia,421.7740697,685.84,Small Crate,12.08836754,10,152.41,72.84,286.86,138.5,Mombasa,Cameroon,Singapore,151091,23.26
BATCH01266,19-06-2023,Liberica,Sea,Central America,132.5113108,1220.71,Small Bag,1.188744092,7,223.2,145.42,299.55,105.5,Mombasa,India,Chile,211508.63,35.5
BATCH01267,20-06-2023,Excelsa,Sea,South America,143.3612587,3420.88,Small Bag,2.872344224,24,216.66,126.72,408.68,246.3,Mombasa,Brazil,Netherlands,1021535.58,40.49
BATCH01268,21-06-2023,Arabica,Sea,Central America,279.2054223,475.03,Small Crate,5.793545929,19,168.51,178.2,198.03,150.2,Hambantota,Philippines,Russia,77969.62,13.14
BATCH01269,22-06-2023,Robusta,Air,Africa,368.0333189,530.5,Large Crate,7.272881096,3,191.97,160.76,454.2,116.1,Mombasa,Brazil,UAE,134949.78,51.71
BATCH01270,23-06-2023,Arabica,Road,Asia,200.9988875,400,Large Crate,5.324926737,6,214.21,83.6,212.96,96,Nairobi,Cameroon,Italy,68033.23,33.84
BATCH01271,24-06-2023,Robusta,Road,Central America,167.7019242,805.36,Small Bag,4.810682475,9,114.62,72.92,319.04,125.4,Ho Chi Minh,Uganda,Bangladesh,156928.7,31.99
BATCH01272,25-06-2023,Excelsa,Road,Asia,536.2247022,3123.02,Small Crate,14.45874018,10,162.84,102.52,149.18,112.4,Tema,Colombia,Poland,532134.93,37.53
BATCH01273,26-06-2023,Liberica,Sea,Africa,350.3208757,1117.27,Small Crate,9.623695219,7,281.02,59.35,179.49,65.9,Ho Chi Minh,Papua New Guinea,Spain,106437.47,15.33
BATCH01274,27-06-2023,Liberica,Road,Asia,112.1320936,1274.24,Large Crate,0.351494331,7,177.87,82.09,343.74,128.3,Ho Chi Minh,Guatemala,Egypt,312336.7,52.4
BATCH01275,28-06-2023,Robusta,Air,Asia,309.5993348,551.87,Large Crate,6.452638627,4,210.45,63.32,125.21,75.8,Ho Chi Minh,India,New Zealand,87803.07,17.31
BATCH01276,29-06-2023,Robusta,Air,South America,386.5696034,1144.91,Big Bag,13.1251305,4,149.95,140.51,263.39,129.8,Mombasa,Uganda,South Africa,317785.7,63.41
BATCH01277,30-06-2023,Liberica,Sea,Central America,270.1477553,1295.03,Small Bag,4.521842796,14,297.9,186.93,394.57,130.3,Mumbai,Colombia,Germany,202024.45,24.29
BATCH01278,01-07-2023,Liberica,Road,Central America,84.06693,1056.68,Small Crate,1.418345172,10,230.83,154.06,448.53,113.9,Nairobi,Ivory Coast,UK,181362.43,23.15
BATCH01279,02-07-2023,Excelsa,Air,Asia,440.1557497,3095.42,Big Bag,11.37577157,4,105.81,105.35,135.08,107.9,Ho Chi Minh,Cameroon,Egypt,679764.66,55.4
BATCH01280,03-07-2023,Liberica,Road,Central America,339.7371076,1273.33,Large Crate,9.090207479,4,292.21,120.03,465.79,91.1,Nairobi,Uganda,Argentina,255543.22,46.18
BATCH01281,04-07-2023,Robusta,Road,Africa,329.0427778,839.17,Large Crate,8.554687617,6,126.69,146,413.46,74.4,Nairobi,Malaysia,Bangladesh,104806.9,17.67
BATCH01282,05-07-2023,Liberica,Air,Africa,208.8073488,1004.82,Big Bag,0.803648394,1,296.56,128.83,186.46,61.1,Mombasa,Uganda,France,145889.71,19.02
BATCH01283,06-07-2023,Liberica,Road,Asia,179.1879304,793.81,Small Bag,2.107485147,10,171.71,189.23,463.1,98,Hambantota,Ivory Coast,Turkey,89254.57,26.53
BATCH01284,07-07-2023,Arabica,Road,South America,425.3816484,400,Big Bag,9.338240943,7,206.02,97.45,233.24,84.5,Mumbai,Tanzania,Italy,60758.79,15.72
BATCH01285,08-07-2023,Liberica,Air,Africa,201.0677964,693.49,Big Bag,3.117357622,2,162.38,162.29,390.13,68.2,Tema,Peru,Saudi Arabia,117609.46,12.45
BATCH01286,09-07-2023,Excelsa,Air,Central America,357.8322146,3356.66,Small Bag,7.561051196,3,269.07,70.13,244.75,96.3,Mombasa,Kenya,Russia,845298.43,35.29
BATCH01287,10-07-2023,Excelsa,Air,Central America,366.0656768,3001.54,Small Bag,8.17322529,3,162.64,111.03,419.16,61.2,Nairobi,Liberia,Qatar,332056.41,9.97
BATCH01288,11-07-2023,Excelsa,Road,South America,240.3010429,3214.92,Small Crate,4.252607854,10,286.97,149.54,289.26,82.1,Nairobi,Malaysia,Norway,243429.5,14.14
BATCH01289,12-07-2023,Arabica,Air,Africa,582.1491155,1001.61,Big Bag,14.22637733,1,179.56,151.4,461.19,70.1,Tema,Malaysia,UK,186058.57,36.91
BATCH01290,13-07-2023,Excelsa,Sea,South America,486.9341208,2905.03,Small Bag,12.6369616,12,299.84,111.55,448.72,121.2,Hambantota,India,Bangladesh,413857.27,26.62
BATCH01291,14-07-2023,Robusta,Sea,South America,539.325507,529.48,Small Bag,10.83560261,11,122.95,83.43,224.42,103,Mombasa,Peru,Canada,77405.67,9.65
BATCH01292,15-07-2023,Arabica,Sea,Asia,183.1238185,777.44,Small Bag,1.169907996,15,230.47,94.3,332.07,145.8,Ho Chi Minh,Peru,Sweden,158822.03,22.01
BATCH01293,16-07-2023,Robusta,Sea,Africa,90.7814738,1118.78,Large Crate,1.59195029,13,159.62,66.25,205.53,112.7,Mombasa,Malaysia,Saudi Arabia,129312.43,11.51
BATCH01294,17-07-2023,Robusta,Road,Africa,312.9241202,606.7,Large Crate,7.391720188,5,272.96,174.75,463.52,79.9,Nairobi,Liberia,Norway,84498.97,23.38
BATCH01295,18-07-2023,Excelsa,Air,Africa,192.1748871,3022.29,Small Bag,2.410700238,3,159.84,136.72,450.49,74.1,Nairobi,Philippines,Pakistan,505261.99,27.33
BATCH01296,19-07-2023,Excelsa,Sea,Asia,542.4443004,3273.34,Small Crate,14.67398195,19,138.52,137.23,479.93,137.6,Tema,Ivory Coast,Germany,422087.35,18.96
BATCH01297,20-07-2023,Robusta,Air,South America,205.6777763,400,Small Crate,2.37780351,3,114.74,97.11,417.45,68.7,Ho Chi Minh,Uganda,France,64458,20.33
BATCH01298,21-07-2023,Excelsa,Air,Central America,359.2113612,3192.01,Small Bag,7.312017532,2,282.99,54.4,477.83,99.1,Hambantota,Honduras,Russia,757506.17,33.84
BATCH01299,22-07-2023,Excelsa,Sea,Asia,195.8751263,3228.83,Small Crate,5.461815853,11,229.46,101.71,329.94,115.6,Mombasa,Uganda,Norway,527524.34,27.35
BATCH01300,23-07-2023,Liberica,Sea,Central America,451.7777669,1045.42,Small Bag,9.590796322,24,285.39,76.81,238.7,227.7,Tema,Cameroon,Netherlands,291911.14,39.4
BATCH01301,24-07-2023,Arabica,Air,South America,133.2255107,1099.23,Big Bag,1.935546133,1,274.07,160.43,466.03,68.9,Ho Chi Minh,Kenya,Sweden,186340,24.16
BATCH01302,25-07-2023,Liberica,Air,Central America,263.8471673,1303.98,Large Crate,6.454746421,4,245.14,61.72,119.12,63.5,Ho Chi Minh,Brazil,Canada,165899,15.42
BATCH01303,26-07-2023,Excelsa,Road,Asia,193.6611451,3158.18,Large Crate,4.120575492,10,220.16,133.07,233.63,80.6,Mombasa,Kenya,Pakistan,263482.81,10.46
BATCH01304,27-07-2023,Liberica,Sea,Africa,539.9170064,1218.76,Small Crate,13.31627287,7,118.25,58.9,318.21,88.1,Nairobi,Cameroon,Egypt,167678.57,12.94
BATCH01305,28-07-2023,Excelsa,Road,Africa,104.9101856,3218.53,Small Crate,0.608785682,4,258.37,178.67,460.03,94.4,Nairobi,Brazil,France,733348.54,40.14
BATCH01306,29-07-2023,Arabica,Road,Asia,477.9997901,1651.92,Big Bag,13.70591241,6,185.44,84.4,128.44,98.7,Mumbai,Malaysia,USA,294569.22,36.49
BATCH01307,30-07-2023,Robusta,Road,Africa,453.6494045,1715.23,Big Bag,12.49491208,11,288.97,171.38,109.02,127,Ho Chi Minh,Philippines,Turkey,303927.85,17.34
BATCH01308,31-07-2023,Liberica,Sea,Asia,144.1722395,1438.22,Small Crate,4.463560747,18,240.15,141.82,243.74,132.9,Hambantota,Papua New Guinea,Singapore,163773.51,20.73
BATCH01309,01-08-2023,Excelsa,Air,Central America,413.0726064,3350.07,Large Crate,11.83935982,4,217.53,84.94,436.64,48.2,Mombasa,Malaysia,Italy,232243.8,4.75
BATCH01310,02-08-2023,Robusta,Road,Asia,52.06692472,701.89,Small Crate,0.468203405,6,286.82,152.36,219.89,88.5,Nairobi,Ghana,Bangladesh,121066.11,10.44
BATCH01311,03-08-2023,Excelsa,Air,South America,521.6310311,3541.96,Small Crate,14.50298325,2,157.6,145.37,425.68,58,Ho Chi Minh,Brazil,Thailand,407246.95,21.55
BATCH01312,04-08-2023,Excelsa,Road,Africa,370.1773877,2939.3,Large Crate,7.898924139,12,106.46,171.96,172.94,103.5,Ho Chi Minh,Tanzania,Pakistan,391548.04,28.94
BATCH01313,05-08-2023,Robusta,Sea,Central America,264.1702568,1073.05,Large Crate,4.549215391,22,123.35,110.38,250.8,194.6,Hambantota,Ethiopia,Canada,238375.08,23.89
BATCH01314,06-08-2023,Robusta,Road,Africa,325.9999705,732.31,Small Bag,5.438748189,12,210.56,99.18,196.8,143.4,Hambantota,Colombia,France,186644.41,26.74
BATCH01315,07-08-2023,Excelsa,Road,Africa,181.5811999,3002.94,Large Crate,0.996080302,9,188.49,140.93,245.48,100.2,Hambantota,India,Turkey,397154.8,22.09
BATCH01316,08-08-2023,Excelsa,Sea,Africa,518.7774456,3249.92,Small Bag,14.84024271,7,193.08,86.4,423.95,119,Tema,Kenya,Norway,654362.02,44.77
BATCH01317,09-08-2023,Arabica,Road,Africa,118.6349454,2326.02,Big Bag,0.589379177,9,232.99,118.72,371.72,111.9,Ho Chi Minh,Philippines,Netherlands,429688.25,34.84
BATCH01318,10-08-2023,Liberica,Road,South America,393.0804007,1480.15,Big Bag,9.823606847,12,201.21,160.73,469.54,131.4,Ho Chi Minh,Tanzania,Singapore,287903.32,45.66
BATCH01319,11-08-2023,Liberica,Sea,Central America,191.6785333,1180.35,Small Bag,6.641038916,19,280.38,55.88,299.29,173,Nairobi,Papua New Guinea,Australia,281532.1,31.87
BATCH01320,12-08-2023,Excelsa,Sea,Asia,466.1493213,3151.52,Small Crate,14.23374327,17,126.36,189.16,221.83,118,Tema,Malaysia,UK,290544.75,12.29
BATCH01321,13-08-2023,Excelsa,Air,Central America,202.3355493,3175.77,Large Crate,3.689996105,2,152.45,177.96,238.03,81.4,Nairobi,Indonesia,Turkey,702274.94,19
BATCH01322,14-08-2023,Robusta,Air,Central America,330.794249,1350.32,Large Crate,7.981302359,1,289.55,146.21,120.32,60.2,Nairobi,Kenya,Canada,220512.08,20.28
BATCH01323,15-08-2023,Robusta,Sea,South America,342.6765466,493.39,Small Bag,7.235343129,23,239.43,73.46,476.2,197.2,Tema,Brazil,Pakistan,103109.27,39.67
BATCH01324,16-08-2023,Liberica,Air,Asia,439.4719813,1365.95,Big Bag,10.54299666,2,271.05,126.81,233.06,71.2,Mombasa,Vietnam,South Africa,258445.69,39.14
BATCH01325,17-08-2023,Liberica,Road,South America,50,1692.26,Large Crate,1.020153479,3,226.33,166.05,366.87,75.6,Mombasa,Tanzania,Pakistan,248705.66,12.4
BATCH01326,18-08-2023,Liberica,Air,Asia,213.1349452,1391.92,Small Bag,2.90683695,2,204.83,162.99,419.02,65.8,Tema,Mexico,Belgium,239920.87,28.12
BATCH01327,19-08-2023,Liberica,Road,Central America,205.4835294,1190.85,Large Crate,3.218472301,8,214.59,145.06,224.06,70.6,Ho Chi Minh,Ethiopia,Bangladesh,94089.57,9.83
BATCH01328,20-08-2023,Arabica,Road,Asia,463.3364988,1169.09,Small Bag,11.07226132,6,126.94,109.12,318.35,71.1,Ho Chi Minh,Honduras,Germany,133913.56,22.53
BATCH01329,21-08-2023,Liberica,Air,South America,238.4556927,1460.18,Large Crate,2.837080445,1,104.21,145.52,381.06,47.9,Nairobi,India,China,168454.44,11.9
BATCH01330,22-08-2023,Liberica,Sea,Central America,350.9271451,1157.45,Large Crate,8.602376458,7,276.98,126.66,319.1,77,Nairobi,Philippines,Pakistan,151520.16,24.5
BATCH01331,23-08-2023,Liberica,Sea,Central America,259.1391311,1336.13,Large Crate,3.228657308,15,219.66,88.04,221.57,134.1,Ho Chi Minh,India,Italy,207278.28,11.37
BATCH01332,24-08-2023,Excelsa,Road,Central America,443.2612048,2998.67,Small Bag,12.92437425,12,224.72,184.51,304.2,145.8,Hambantota,Uganda,Bangladesh,668083.24,19.29
BATCH01333,25-08-2023,Robusta,Sea,Africa,476.6965485,400,Large Crate,14.13278182,17,139.78,87.36,202.16,147.4,Nairobi,India,Thailand,65983.3,41.21
BATCH01334,26-08-2023,Robusta,Air,Africa,354.7604482,628.58,Small Bag,7.777394624,1,174.98,133.38,307.62,75.5,Mumbai,Cameroon,Canada,104186.57,20.42
BATCH01335,27-08-2023,Arabica,Sea,Africa,240.1006206,1446.9,Big Bag,5.284633263,13,102.95,169.63,131.96,149.6,Tema,Brazil,Italy,354429.02,54.29
BATCH01336,28-08-2023,Arabica,Sea,Central America,218.407627,641.43,Large Crate,3.510866625,16,298.29,182.58,431.92,134,Mombasa,Vietnam,UAE,105173.59,33.3
BATCH01337,29-08-2023,Liberica,Sea,Africa,222.0505567,1460.07,Small Crate,0.746715023,10,297.27,159.11,110.34,101.3,Nairobi,Kenya,New Zealand,191579.03,19.83
BATCH01338,30-08-2023,Excelsa,Road,Central America,240.499788,3078.26,Small Bag,4.027501143,7,273.64,93.92,185.82,75.2,Mombasa,Honduras,South Africa,387108.65,11.69
BATCH01339,31-08-2023,Arabica,Road,Central America,405.0145779,1205.03,Big Bag,9.813536699,6,176.71,72.4,260.19,94.5,Mumbai,Ethiopia,Russia,217024.54,25.31
BATCH01340,01-09-2023,Excelsa,Air,Africa,296.6666002,3024.8,Small Crate,8.00425397,4,287.26,110,144.75,68.3,Hambantota,Ghana,France,364634.55,18.83
BATCH01341,02-09-2023,Liberica,Sea,South America,439.8195849,1135.61,Big Bag,14.16061917,13,105.4,182.49,142.58,120.8,Mombasa,Malaysia,Japan,172652.48,22.41
BATCH01342,03-09-2023,Excelsa,Road,South America,274.6974374,3466.07,Big Bag,5.944158937,3,111.6,81.14,366.72,64.5,Ho Chi Minh,Liberia,Sweden,514088.1,30.93
BATCH01343,04-09-2023,Liberica,Road,Central America,465.5820164,1251.92,Big Bag,10.40795013,6,240.27,73.27,411,72.6,Mumbai,Ghana,Russia,160975.59,25.01
BATCH01344,05-09-2023,Robusta,Air,South America,304.048336,617.9,Large Crate,7.339841212,2,225.9,87.33,375.53,86.8,Mombasa,India,Italy,133678.93,48.48
BATCH01345,06-09-2023,Arabica,Sea,Africa,350.7324221,1263.26,Small Crate,7.688643239,18,235.52,143.54,327.39,145.8,Tema,Indonesia,South Africa,208268.01,17.49
BATCH01346,07-09-2023,Robusta,Road,Central America,291.8233052,400,Large Crate,4.016614719,9,101.77,140.61,258.1,75.9,Mumbai,Honduras,Italy,29911.62,17.97
BATCH01347,08-09-2023,Excelsa,Road,South America,374.8036652,3268.1,Small Crate,6.824261653,3,114.8,147.59,448.42,84.9,Hambantota,Malaysia,Spain,600762.95,42.35
BATCH01348,09-09-2023,Robusta,Road,Africa,333.294043,570.34,Small Crate,7.061774955,6,187.72,81.44,351.64,75.3,Ho Chi Minh,Mexico,Russia,78535.57,15.08
BATCH01349,10-09-2023,Robusta,Sea,Africa,426.4944587,400,Small Crate,10.59963783,25,145.51,157.79,174.81,204.8,Nairobi,Ethiopia,Egypt,99333.09,33.06
BATCH01350,11-09-2023,Liberica,Sea,South America,447.3563472,1136.73,Large Crate,14.10959999,21,136.23,121.56,112.82,195.6,Hambantota,Guatemala,Poland,322128.44,22.43
BATCH01351,12-09-2023,Arabica,Road,Africa,216.6848427,1383.01,Small Bag,4.939819162,9,243.23,99.63,102.58,101.4,Mumbai,Vietnam,Turkey,236059.24,32.03
BATCH01352,13-09-2023,Liberica,Sea,Africa,104.9524205,1000.18,Small Crate,0.633007029,17,255.45,53.56,442.89,182.8,Tema,Tanzania,Germany,282737,50.31
BATCH01353,14-09-2023,Excelsa,Sea,Asia,280.7162259,3128.11,Small Crate,7.444426883,15,245.63,169.8,232.4,111.9,Mombasa,Philippines,Egypt,360911.83,6.17
BATCH01354,15-09-2023,Excelsa,Air,Central America,357.4302626,3403.69,Small Bag,8.166919982,3,196.63,159.99,112.19,35.1,Hambantota,Liberia,Singapore,197897.3,8.96
BATCH01355,16-09-2023,Excelsa,Road,Africa,271.3806572,3154.66,Small Bag,2.526608267,3,191.96,171.72,183.3,51.9,Hambantota,India,UK,333101.39,6.68
BATCH01356,17-09-2023,Liberica,Sea,Asia,518.0971525,1208.28,Large Crate,11.40696909,21,277.3,189.76,330.79,172.5,Hambantota,Mexico,Singapore,227393.96,33.29
BATCH01357,18-09-2023,Liberica,Air,South America,555.4120919,1101.67,Small Crate,14.77393663,1,104.51,75.27,128.74,22.7,Nairobi,Uganda,Qatar,52967.37,10.24
BATCH01358,19-09-2023,Excelsa,Sea,Africa,564.5703263,3122.33,Big Bag,14.18662076,22,148.49,130,215.09,161.9,Nairobi,Cameroon,South Korea,490892.71,32.68
BATCH01359,20-09-2023,Liberica,Air,South America,152.2675017,1052.04,Large Crate,2.956590582,1,136.76,188.47,290.1,58.4,Tema,Ivory Coast,Thailand,167863.74,19.13
BATCH01360,21-09-2023,Liberica,Air,Africa,567.1179255,981.83,Small Bag,13.1304486,1,170.12,158.55,261.29,23.6,Hambantota,Indonesia,Norway,45650.36,4.37
BATCH01361,22-09-2023,Excelsa,Air,South America,338.9238066,3421.3,Small Bag,10.56740455,4,292.38,128.28,261.03,88.1,Ho Chi Minh,Ethiopia,Qatar,605005.04,40.56
BATCH01362,23-09-2023,Arabica,Road,Africa,349.8723618,1159.85,Small Bag,6.807698457,3,159.77,149.8,118.19,103.5,Mombasa,Tanzania,Bangladesh,280036.12,50.51
BATCH01363,24-09-2023,Arabica,Air,Asia,368.054433,950.38,Small Crate,8.109164915,4,261.21,171.7,394.44,91.1,Ho Chi Minh,Peru,Russia,183777.65,31.26
BATCH01364,25-09-2023,Liberica,Air,Africa,444.5271094,1173.34,Big Bag,12.74400262,3,171.56,142.01,316.77,114.3,Nairobi,Tanzania,Pakistan,329374.45,48.45
BATCH01365,26-09-2023,Robusta,Air,South America,305.621385,692.33,Small Bag,7.202024095,1,240.11,150.12,206.49,73.4,Nairobi,Cameroon,UK,116139.43,38.39
BATCH01366,27-09-2023,Excelsa,Road,Central America,211.2306809,3212.72,Large Crate,5.598110537,5,181.19,173.94,180.84,91.9,Nairobi,Uganda,USA,594014.04,34.64
BATCH01367,28-09-2023,Liberica,Sea,Central America,267.3793695,1636.74,Small Crate,7.398712395,8,197,63.63,388.76,69.4,Nairobi,Uganda,France,122789.92,18.7
BATCH01368,29-09-2023,Robusta,Air,Central America,281.0557118,484.36,Big Bag,8.686947061,2,195.58,128.25,267.64,45.4,Nairobi,Liberia,Spain,51945.65,8.44
BATCH01369,30-09-2023,Arabica,Air,Africa,223.4606393,527.07,Small Bag,2.836164807,4,202.21,117.4,420.38,116.3,Tema,Guatemala,Egypt,124344.46,31.68
BATCH01370,01-10-2023,Liberica,Road,South America,565.6757271,997.35,Large Crate,13.51361595,10,137.52,110.59,257.61,116.3,Nairobi,Honduras,Turkey,153667.35,42.66
BATCH01371,02-10-2023,Excelsa,Air,Africa,295.2937338,3084.3,Small Crate,10.11280423,4,100.52,140.45,151.84,92.3,Nairobi,Tanzania,Japan,690799.21,46.47
BATCH01372,03-10-2023,Arabica,Sea,South America,476.8862886,823.39,Small Bag,9.49903376,15,296.82,191.86,360.73,123,Mumbai,Vietnam,Netherlands,121548.76,21.03
BATCH01373,04-10-2023,Liberica,Road,Asia,144.1728899,1181.74,Large Crate,1.492443393,6,187.06,187.98,114.09,93.6,Tema,Vietnam,Russia,222388.61,18.75
BATCH01374,05-10-2023,Arabica,Air,South America,386.3709324,1544.83,Small Crate,9.062609073,1,208.35,158.19,217.4,91.7,Nairobi,Indonesia,Singapore,383276.81,27.82
BATCH01375,06-10-2023,Liberica,Air,Africa,80.81165623,1608.06,Large Crate,1.814409934,4,102.84,100.62,134.97,100.1,Nairobi,Papua New Guinea,South Korea,364511.44,44.26
BATCH01376,07-10-2023,Excelsa,Sea,South America,201.4552413,3325.2,Small Bag,1.180465128,9,159.45,162.45,333.36,127.2,Hambantota,Brazil,Saudi Arabia,673435.8,19.93
BATCH01377,08-10-2023,Excelsa,Air,South America,347.3024077,3234.97,Large Crate,7.909663435,2,195.1,83.07,444.75,55.9,Mombasa,Mexico,Qatar,380332.97,25.79
BATCH01378,09-10-2023,Excelsa,Road,Africa,338.1948023,3208.98,Small Bag,6.041783011,4,174.18,59.52,396.64,76.1,Tema,Mexico,USA,515361.85,34.25
BATCH01379,10-10-2023,Arabica,Sea,South America,426.0075376,1468.79,Small Crate,8.832154052,14,281.69,61.03,245.82,114.7,Mombasa,Liberia,Qatar,200638.67,28.33
BATCH01380,11-10-2023,Arabica,Air,Central America,206.8936968,1414.56,Small Crate,1.338332521,3,228.66,78.34,215.07,103.5,Hambantota,Honduras,Netherlands,308173.89,42.49
BATCH01381,12-10-2023,Excelsa,Road,Africa,261.5283395,3510.04,Big Bag,6.464745943,9,132.51,131.62,104.04,111.9,Ho Chi Minh,Honduras,China,602229.2,44.14
BATCH01382,13-10-2023,Arabica,Sea,South America,168.2559214,1014.18,Small Bag,2.621800726,10,241.54,109.3,364.67,97.7,Ho Chi Minh,Malaysia,Japan,129803.51,11.74
BATCH01383,14-10-2023,Robusta,Sea,Africa,513.6099349,833.74,Small Bag,14.80650129,18,293.15,122.69,328.43,176.4,Nairobi,Vietnam,South Korea,171963.23,57.09
BATCH01384,15-10-2023,Robusta,Road,South America,397.2724187,681.56,Small Crate,8.417253187,7,271.43,106.64,262.28,65.3,Hambantota,Peru,Australia,55741.09,7.02
BATCH01385,16-10-2023,Excelsa,Road,Central America,425.9910489,2935.82,Big Bag,10.31155291,5,285.8,71.38,346.96,58.9,Tema,Ethiopia,USA,301127.78,22.26
BATCH01386,17-10-2023,Excelsa,Air,Central America,299.8954695,3259.23,Large Crate,4.88127421,4,261.93,130.78,366.92,78.2,Nairobi,Vietnam,Canada,486025.28,17.12
BATCH01387,18-10-2023,Excelsa,Road,Africa,198.2694518,3494.88,Big Bag,1.421083722,4,207.09,183.35,269.15,71.9,Mombasa,Ivory Coast,South Korea,549468.01,12.97
BATCH01388,19-10-2023,Arabica,Air,South America,452.7789137,1247.83,Small Crate,14.63806294,1,231.77,197.02,180.02,36.5,Ho Chi Minh,Ivory Coast,Turkey,119895.39,20.64
BATCH01389,20-10-2023,Liberica,Road,Asia,296.3550725,956.23,Small Bag,4.293885531,8,241.28,178.24,407.91,131.5,Tema,Papua New Guinea,Netherlands,211945.54,38.67
